Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Violets,6,169.850941,17998.09938,Below_30,3272.099444,No,467.7282648,,Male,After_16:00,0.755371324,0.726479216,5735,292.570049,65.85473458,3764.062617,561.3665525,31.50269422,17.10467915,10.265,36750.568,Yes,101055.4838,8.308515779,317.8922519,46.72520263,56.61698035,70,Social,10,316.4448811,1,Motorcycle_or_truck,Hightech,Yes,1,345.2519912
Blues,8,1062.419727,107890.3633,45_and_up,125779.215,No,1284.882976,Yes,Male,After_16:00,0.842517407,0.455255699,5519,900.2040736,35.48816412,4846.954458,937.5053744,66.4265655,30.00340103,8.481,97630.21155,Yes,92814.44423,9.133052547,304.6546311,68.04199431,354.1399089,80,Healthcare,12,590.9570729,2,Foot_or_bicycle,Public_Sector,No,0,888.4676928
Browns,1,138.2555265,429.6525831,30-45,2179.928577,No,59.52108958,Yes,Male,By_16:00,0.536942096,0.500078564,4037,57.28939036,91.75403668,207.8088874,953.8241387,54.5148391,7.568975516,11.963,5064.945921,Maybe,86.91852798,6.630683788,9.323010672,1.758816792,46.08517551,80,Healthcare,13,820.3033021,6,Public_or_other,Hightech,Yes,1,14.05667438
Violets,2,303.743509,27736.99264,Below_30,10362.3722,Yes,291.9059414,Yes,Female,By_16:00,0.324410584,0.268167393,7052,106.4670321,59.06129072,2952.44867,751.6852377,77.25827638,10.3182863,8.948,20934.29885,No,75049.40274,6.828597027,273.9514606,85.44719196,101.2478363,90,Environment,14,482.0903442,1,Foot_or_bicycle,Public_Sector,No,0,337.380933
Purples,1,239.1583168,26718.4299,45_and_up,6444.908382,Yes,185.8427706,Yes,Female,By_16:00,0.258834607,0.253650469,3298,72.79389714,85.95859751,3497.145489,593.2160821,62.24998727,8.531933962,12.702,15514.54342,Yes,112329.3898,5.971467085,335.1557695,43.39122719,79.71943893,100,Education,16,562.3158118,0,Car,Industry_or_other,No,1,173.6253724
Yellows,1,878.6341005,154735.0998,45_and_up,86080.42054,No,783.7863579,No,Male,After_16:00,0.752183728,0.549864497,,589.0755103,3.61604658,6461.411699,694.0116002,21.46091964,24.27087782,9.043,65343.7304,Yes,279128.4339,2.247609901,528.3260678,68.95691545,292.8780335,80,Healthcare,13,135.7385936,4,Foot_or_bicycle,Services_or_Retail,No,0,401.5715837
Yellows,8,-466.1333532,-88167.59379,30-45,23996.8781,Yes,646.6134704,No,Male,By_16:00,0.1440448,0.511951467,4758,331.195311,25.48292207,6336.792154,,10.19469036,18.19877224,9.242,49564.61654,Maybe,321988.3275,0.660702817,567.4401532,35.1349629,-155.3777844,80,Healthcare,13,200.075092,2,Public_or_other,Public_Sector,No,1,583.5873504
Violets,1,596.7379708,16438.05875,30-45,39775.15774,Yes,96.33162204,Yes,Male,By_16:00,0.937138856,0.141281419,7092,48.29103048,12.14311367,922.9778773,873.4552818,70.65541812,6.949174805,8.908,7320.019202,Maybe,6829.300452,3.395143484,82.63958163,10.15063783,198.9126569,80,Healthcare,14,739.5795603,3,Car,Services_or_Retail,No,0,89.21147289
Turquoises,4,556.8061256,67112.10879,45_and_up,34643.71998,Yes,677.233609,Yes,Female,After_16:00,0.640815219,0.495675415,4716,446.8229589,84.86013829,4509.560275,223.9990626,79.0731302,21.13818722,5.284,52883.84603,No,130748.3664,4.761916855,361.5914357,67.71099682,185.6020419,100,Education,16,149.9152136,2,Car,Services_or_Retail,No,1,477.8676048
Turquoises,6,564.129319,77485.10599,Below_30,35558.25294,No,671.5237432,Yes,Female,After_16:00,0.834303981,0.038613843,6552,409.5568257,14.8554845,4939.717034,352.2843115,17.53316787,20.23751036,3.448,51808.53385,Maybe,169793.7223,0.643586395,412.0603382,46.60469685,188.0431063,100,Education,12,128.3061323,1,Motorcycle_or_truck,Student_or_Unemployed,No,,523.4331324
Oranges,8,487.5282553,85603.91863,30-45,26581.8205,No,553.9231678,No,Male,After_16:00,0.891991084,0.996332858,8677,314.8533248,73.53977843,5897.334794,153.4096568,32.76503908,17.74410676,3.323,44165.66295,Yes,277479.0627,1.228457931,526.7628144,44.00779789,162.5094184,50,Other,11,197.7943411,2,Motorcycle_or_truck,Hightech,No,0,435.7577882
Turquoises,1,252.1869843,35651.81504,Below_30,7160.537332,No,686.1441982,Yes,Male,By_16:00,0.97819991,0.954418834,9806,480.7774076,36.46415332,5202.671597,49.95696573,38.24401726,,0.194,55379.62586,Maybe,179870.7156,2.551771649,424.1116782,,84.06232809,80,Healthcare,12,110.4632992,2,Public_or_other,Student_or_Unemployed,No,2,422.0667271
Turquoises,4,437.3257956,63301.48698,Below_30,21406.20321,Yes,730.8827337,Yes,Female,By_16:00,0.47358294,0.289308425,3709,445.4751087,28.919123,5233.352674,531.5842587,68.07933014,21.10628126,6.291,56200.52399,Maybe,,0.471642185,434.2402457,18.9903782,145.7752652,60,Financial,9,112.4072837,2,Foot_or_bicycle,Public_Sector,No,0,573.0622225
Blues,6,1908.536819,298893.7498,45_and_up,405369.8221,No,928.0912036,Yes,Female,After_16:00,0.104632421,0.252532962,4004,739.4147096,70.91605773,6177.094817,504.3465649,36.3214015,27.19218104,9.996,77059.45225,Maybe,,6.169232614,469.8265397,44.03867426,636.1789396,60,Financial,10,250.9054967,3,Foot_or_bicycle,Hightech,No,0,
Blues,10,1240.054106,374242.5424,45_and_up,171282.7054,Yes,965.726197,No,Female,After_16:00,0.266958625,0.432097414,4323,468.0128472,18.48237477,9989.885696,938.5956165,28.54812555,21.63360458,9.677,73715.48737,Yes,819723.8093,0.983745719,905.3860002,99.50136244,413.3513687,80,Healthcare,14,576.0085742,4,Motorcycle_or_truck,Public_Sector,No,0,907.9520688
Browns,1,394.6003666,33130.51993,30-45,17442.58338,Yes,326.4957989,Yes,Male,By_16:00,0.964771225,0.283528814,7850,,80.75019007,3073.037374,29.92645395,25.30984154,16.64702703,8.15,28839.07424,Yes,63443.04858,8.852007068,251.8790356,21.20772772,131.5334555,100,Education,14,517.8972428,2,Foot_or_bicycle,Student_or_Unemployed,Yes,1,103.7934745
Turquoises,1,216.6039369,30122.54919,,5295.230811,Yes,683.9197039,Yes,Female,After_16:00,0.398135529,0.873146492,9735,424.3982057,32.36621092,5020.818807,704.2763466,9.003385413,20.6009273,0.265,53015.38489,No,174057.7087,2.713069166,417.2022395,44.65874166,72.2013123,100,Education,12,113.9764034,0,Public_or_other,Hightech,Yes,,520.4821895
Turquoises,1,317.7181253,50189.38117,45_and_up,11331.99573,Yes,539.6101645,Yes,Male,After_16:00,0.655968708,0.505421884,3035,314.2588808,67.46724301,5367.565726,40.59464135,34.53237179,17.72734839,6.965,42828.87984,Maybe,224585.7561,1.934719747,473.9047964,54.24324593,105.9060418,60,Financial,,204.3978623,1,Motorcycle_or_truck,Services_or_Retail,No,0,418.7733843
Turquoises,5,65.49652025,9710.66189,45_and_up,508.4759695,No,622.1194684,Yes,Male,After_16:00,0.056498333,0.914372276,5746,414.8640717,90.39838244,5277.595841,270.6002297,64.15601354,20.36821228,4.254,50146.60466,No,197835.2705,6.072666571,444.7867697,55.86639745,21.83217342,70,Social,9,136.6165192,3,Motorcycle_or_truck,Industry_or_other,No,0,408.5262538
Turquoises,3,366.3588767,46064.78555,45_and_up,15045.32257,Yes,664.0429126,Yes,Male,After_16:00,0.407086693,0.783380473,7581,409.7163906,24.72059226,4591.536188,607.1812718,95.25201323,20.24145229,2.419,51038.43488,Maybe,142287.6411,3.215860396,377.2103406,52.34499699,122.1196256,90,Environment,11,153.1603147,4,Foot_or_bicycle,Hightech,Yes,0,515.154254
Greys,8,550.1189472,108122.2973,30-45,33819.02365,No,728.8166721,No,Male,By_16:00,0.801809466,0.206690704,9821,521.8557678,46.43460831,6940.01621,,79.7616868,22.84416266,2.179,60980.61735,Yes,347664.0881,5.344818605,589.6304674,80.60862569,183.3729824,40,Foreign_Affairs,7,135.7868039,4,Public_or_other,Student_or_Unemployed,No,0,400.3668687
Greens,7,473.1370452,39100.386,Below_30,25040.89718,Yes,781.3096594,Yes,Male,After_16:00,,0.583329167,3005,511.0014375,45.10087115,3501.224471,205.728509,23.79372779,22.60534091,6.995,58739.1346,Yes,61465.3972,2.104840293,247.9221596,88.13169855,157.7123484,60,Financial,8,268.991693,0,Public_or_other,Public_Sector,Yes,3,593.2322994
Turquoises,1,173.8890854,23858.36906,Below_30,3427.675698,No,677.1917926,Yes,Male,By_16:00,0.668150705,0.814575145,5722,455.3315248,55.63841024,,209.4312767,85.44249297,21.33849865,4.278,53830.62758,No,169425.7308,6.054314743,411.6135697,28.28363234,57.96302847,70,Social,11,109.8503209,0,Public_or_other,Student_or_Unemployed,No,1,452.4641265
Greys,1,936.6903062,145342.9359,45_and_up,97809.86673,No,675.6235762,Yes,Female,By_16:00,0.303563665,0.986309819,8866,461.8401094,81.49901808,5578.674563,667.1063621,11.87530668,21.49046555,3.134,54677.90571,No,216689.7234,0.860242913,465.4994344,82.39593161,312.2301021,40,Foreign_Affairs,10,89.44033466,0,Foot_or_bicycle,Public_Sector,No,0,426.8350686
Browns,2,711.4854877,,45_and_up,56492.89507,Yes,642.9171232,Yes,Male,After_16:00,0.921809006,0.605029796,5941,496.7191229,36.38748224,3801.09661,467.3024083,73.42833295,22.28719639,10.059,52229.04218,No,78829.45493,1.522221125,280.7658365,25.80131758,237.1618292,80,Healthcare,14,274.0549756,2,Car,Student_or_Unemployed,No,0,335.586658
Violets,10,646.3748028,13232.3506,45_and_up,46647.72335,Yes,148.3276686,Yes,Male,After_16:00,0.597545335,0.286890097,5138,81.31347251,36.85028858,776.7760676,259.5746908,57.56063403,9.017398323,10.862,10723.31771,Yes,3771.791448,3.537006436,61.41491226,23.35469041,215.4582676,,Healthcare,14,706.1822853,2,Car,Public_Sector,Yes,1,138.0081042
Greys,1,121.6821972,20431.55496,45_and_up,1695.733744,Yes,803.2957051,No,Female,By_16:00,0.570412617,0.088213235,4556,564.7689731,2.603550558,6166.81261,624.2010731,17.00367818,23.76486846,7.444,64997.90538,Maybe,253741.3604,5.092772648,503.7274664,12.36799976,40.56073238,40,Foreign_Affairs,8,65.75882879,1,Foot_or_bicycle,Industry_or_other,No,1,489.2617654
Whites,5,,146192.2078,30-45,80023.41969,No,714.3118475,No,Male,By_16:00,0.840528263,0.835203032,6305,459.5385371,37.33379408,6096.462246,123.2165794,46.92853095,21.43684998,3.695,57016.49013,Maybe,268053.1722,7.504842654,517.7385172,67.06815641,282.3668763,100,Education,10,44.22857895,2,Public_or_other,Public_Sector,Yes,1,497.9066249
Yellows,7,-30.21998324,-5432.419089,45_and_up,101.3986041,No,545.2082102,No,Male,After_16:00,0.333446172,0.849880315,6561,319.1580502,52.31066262,6031.190457,646.3412533,26.58691776,17.86499511,7.439,44086.24261,Maybe,290830.9382,7.401239115,539.2874356,59.54191091,-10.07332775,60,Financial,9,206.6340278,2,Motorcycle_or_truck,Public_Sector,No,0,408.074443
Browns,6,509.9228582,79869.41311,45_and_up,29071.23221,No,509.7166819,Yes,Female,After_16:00,0.75800551,0.967521339,4464,485.3051892,37.38778827,5669.5219,983.0431121,55.82978521,22.02964342,11.536,48006.39795,Maybe,220797.6949,4.307284863,469.8911522,17.26713495,169.9742861,70,Social,9,449.3449662,1,Foot_or_bicycle,Public_Sector,Yes,3,51.90579282
Violets,8,116.5714928,77.08886706,Below_30,1558.736378,No,308.7207702,Yes,Male,By_16:00,0.515596253,0.270751024,5761,202.1938761,95.79884543,424.226788,162.8500533,1.133308094,14.21948931,10.239,22030.43945,No,,5.17208033,1.983903574,57.29324212,38.85716426,90,Environment,13,630.6109833,1,Foot_or_bicycle,Industry_or_other,No,0,253.0957827
Turquoises,9,,36326.33952,Below_30,7468.247037,No,661.5928331,Yes,Male,After_16:00,0.387311033,0.212913753,7496,416.4732703,86.97073592,5063.699342,177.6474712,35.27817901,20.40767675,2.504,51755.27203,No,178992.6926,4.459453705,423.0752801,61.63225514,85.86259049,90,Environment,14,114.0917253,2,Car,Hightech,Yes,1,488.9187237
Purples,6,979.2869058,36060.1055,45_and_up,106892.3005,Yes,128.4331316,Yes,Female,By_16:00,0.141080648,,3814,82.75409353,82.33436123,1270.192788,531.869232,51.40090755,9.096927698,12.186,10472.04097,Maybe,12203.28068,2.857367874,110.4684601,40.10540147,326.4289686,90,Environment,13,705.2503195,1,Foot_or_bicycle,Student_or_Unemployed,No,0,85.81520286
Reds,10,750.3297384,110631.0125,30-45,62815.07839,Yes,728.9582692,Yes,Male,By_16:00,0.231713427,0.818850738,4412,441.3754256,48.47272229,5306.046646,776.8280725,98.21408996,21.0089368,7.588,56054.05859,No,195655.4568,5.204102655,442.3295794,41.03375862,250.1099128,50,Other,11,111.2831848,1,Foot_or_bicycle,Student_or_Unemployed,Yes,0,574.9748564
Greys,9,771.7336881,110437.7398,45_and_up,66442.00961,No,659.2325517,Yes,Female,After_16:00,0.807422342,0.869978891,3573,426.7084481,17.50314108,5146.519872,572.5848803,98.40130503,20.65692252,8.427,52119.09117,Yes,184307.3316,9.608841056,429.3102976,28.69356358,257.2445627,40,Foreign_Affairs,7,107.8283818,2,Foot_or_bicycle,Industry_or_other,,0,464.5278373
Turquoises,5,417.8702858,60731.23633,45_and_up,19551.02074,Yes,688.8353424,Yes,Female,By_16:00,0.9294205,0.548574488,4201,503.6846982,85.21725438,5367.423585,849.1326766,59.9671891,22.44292089,5.799,56535.12229,No,190100.7253,6.344370462,436.0054188,64.5964501,139.2900953,100,Education,13,132.6751389,2,Motorcycle_or_truck,Hightech,No,0,383.8371443
Turquoises,2,,48127.66231,30-45,14599.54569,No,747.35645,Yes,Female,After_16:00,0.350170523,0.366590766,5556,459.5620651,99.09239262,4920.152632,695.7645321,19.63482623,21.43739875,4.444,57078.76775,Maybe,160082.2907,0.64260754,400.1028502,83.26934087,120.2882266,90,Environment,12,138.8075096,2,Foot_or_bicycle,Services_or_Retail,Yes,0,587.4806126
Turquoises,5,205.7517979,20230.72425,45_and_up,4782.339748,Yes,682.4058929,Yes,Female,After_16:00,0.259647397,0.655562526,5116,451.3910905,62.9082774,3852.558239,735.4501898,56.7319053,21.24596645,4.884,52472.08948,Yes,87011.78794,1.368442252,294.9776058,17.74928996,68.58393263,80,Healthcare,14,210.812081,0,Car,Hightech,Yes,1,493.3123017
Purples,5,149.6407766,6055.430337,30-45,2547.920484,Yes,53.9700292,Yes,Male,By_16:00,0.31131904,0.728206222,7040,,64.26230783,1256.818091,449.1090614,74.70040249,4.627349418,8.96,4814.490315,Yes,14737.79893,7.134256132,121.3993366,11.36016897,49.88025887,70,Social,13,761.1190964,4,Motorcycle_or_truck,Industry_or_other,No,0,45.11793834
Khakis,9,584.0096889,99997.76359,Below_30,38101.03842,Yes,729.4078913,No,Male,After_16:00,0.228718108,0.043485917,9465,492.5979941,51.58210651,6121.982183,505.1910351,62.49144925,22.19454875,0.535,58936.66046,Yes,263865.7242,7.97602437,513.6786195,25.92636563,194.6698963,60,Financial,6,34.32243828,0,Car,Student_or_Unemployed,No,0,469.4036694
Browns,9,1001.217621,66899.87188,Below_30,111725.5975,No,417.1096857,Yes,Male,By_16:00,0.314543303,0.082340439,8496,290.044245,50.24017161,2584.643857,328.7471386,83.05914875,17.03068539,7.504,32868.40205,No,40182.42222,0.969384979,200.4555368,53.37910266,333.739207,90,Environment,,431.010597,3,Motorcycle_or_truck,Industry_or_other,Yes,1,272.0486231
Turquoises,1,979.3481225,130980.1104,Below_30,106905.6433,Yes,644.8250694,Yes,Female,By_16:00,0.058745825,0.729848094,5384,415.8563371,42.8427605,4843.976774,198.5137158,72.1363731,20.39255592,4.616,50689.21529,Yes,,1.50221576,401.22641,6.799698947,326.4493742,90,Environment,15,135.5287705,2,Car,Industry_or_other,No,0,460.86345
Browns,9,772.3909645,41722.70872,30-45,66554.99722,No,451.5585042,Yes,Female,After_16:00,0.567585773,0.236047343,8249,388.8976347,52.63911316,2398.323369,658.8085426,85.3481072,19.72048769,7.751,37792.59473,Maybe,26261.1132,5.338007261,162.0528099,83.41372795,257.4636548,100,Education,12,484.7645318,1,Car,Student_or_Unemployed,No,1,170.6907039
Turquoises,10,786.3679898,94021.89524,Below_30,68980.41326,No,697.1616715,Yes,Female,After_16:00,0.092550565,0.243826653,3299,471.1774428,1.723583858,4529.297505,452.1864473,79.35484201,21.7066221,6.701,54704.69503,Yes,128661.5736,6.167447963,358.694262,87.20468916,262.1226633,90,Environment,11,,1,Public_or_other,Industry_or_other,No,,474.4650936
Yellows,4,,81552.34056,30-45,77644.21681,No,773.1837799,Yes,Male,By_16:00,0.553797172,0.785870885,5562,504.0469497,75.86843618,3940.264147,958.7052462,67.66840219,22.45098995,8.438,58658.55724,Yes,85976.22363,7.770441493,293.2170248,85.87206693,278.129623,80,Healthcare,13,221.914653,2,Public_or_other,Student_or_Unemployed,No,0,580.4396455
Browns,8,696.1947841,9937.352482,Below_30,54096.19576,Yes,120.9311503,Yes,Female,By_16:00,0.042188928,0.787494821,7343,86.03119443,3.531787288,600.2767065,754.5212028,70.39624183,9.275300234,8.657,9414.622774,Yes,1833.675019,4.437221894,42.82143177,90.42533918,232.064928,70,Social,11,747.0566759,1,Public_or_other,Public_Sector,No,0,78.44186434
Blues,1,,351889.7976,30-45,131712.9884,Yes,525.2932815,No,Female,After_16:00,0.765520173,0.688215727,5768,67.04478874,85.60453819,9843.820888,674.4949641,37.25702665,8.188088222,8.232,38791.48662,Yes,942788.8212,7.147021322,970.973131,22.26974156,362.409408,100,Education,16,681.781292,3,Car,Services_or_Retail,No,0,735.711317
Whites,3,198.5988303,33818.5815,30-45,4458.587987,No,782.8712403,No,Male,By_16:00,0.190556031,0.065553371,4075,511.5064623,60.21878356,6131.590068,916.9455732,92.60853068,22.61650862,5.925,62090.86216,Yes,260975.6043,9.565610562,510.8577143,63.245783,66.1996101,60,Financial,7,45.68597927,1,Foot_or_bicycle,Services_or_Retail,No,0,542.8593055
Violets,2,61.02549142,1078.707772,Below_30,444.1318975,Yes,202.5568951,Yes,Male,After_16:00,0.420220581,0.167627899,7400,102.952071,16.51214457,736.1945571,428.5153351,57.88233271,10.14653,8.6,13949.12723,No,2812.079243,6.681209072,53.0290415,,20.34183047,90,Environment,13,664.8293597,3,Motorcycle_or_truck,Hightech,No,0,209.1942541
Browns,5,317.631308,6751.27823,45_and_up,11325.83797,No,293.3699382,Yes,Male,By_16:00,0.423085478,0.512975558,8187,242.8757362,65.46708511,1123.403813,184.664753,13.11523404,15.584471,7.813,23660.70948,Maybe,4066.00507,,63.76523402,80.61795579,105.8771027,100,Education,13,623.1534865,2,Car,Industry_or_other,No,1,136.8105044
Yellows,1,21.67950265,2195.626563,30-45,69.44881593,No,605.0539331,Yes,Female,After_16:00,0.057370233,0.305231106,9084,296.7408173,35.70732926,3631.779973,931.7271034,72.8975798,17.22616664,4.916,43054.16641,Maybe,92312.56791,5.410047693,303.8298338,88.48445022,7.226500885,90,Environment,13,305.0737803,3,Motorcycle_or_truck,Services_or_Retail,No,0,615.2084283
Khakis,5,650.3527928,63574.12239,30-45,47222.2015,Yes,523.9333514,Yes,Male,By_16:00,0.439349001,0.222551731,4698,336.1792715,19.20586815,3604.957115,276.4318909,81.95352417,18.33519216,5.302,40713.87627,Yes,86001.34385,7.30682292,293.2598572,38.50364112,216.7842643,100,Education,10,288.1204128,0,Public_or_other,Public_Sector,No,0,384.0920428
Turquoises,7,222.584005,33140.387,Below_30,5589.043478,Yes,673.652973,Yes,Female,After_16:00,0.201892078,0.417800355,7126,409.0106725,57.46772629,5284.701733,291.7042922,14.80944438,20.22401227,2.874,52314.5324,Yes,199512.3369,9.150872626,446.6680389,34.50734238,74.19466833,100,Education,14,107.6872991,1,Foot_or_bicycle,Services_or_Retail,Yes,1,521.7531279
Yellows,3,1234.212794,91427.45491,Below_30,169674.8731,No,814.0831253,Yes,Male,After_16:00,0.843246222,0.387805565,9945,542.5979438,43.0137011,3307.522266,305.3170906,60.9326676,,4.055,61147.78911,Maybe,49387.34531,3.173655407,222.2326378,20.61541898,411.4042645,60,Financial,10,300.7118006,0,Public_or_other,Industry_or_other,Yes,0,607.0434242
Blues,7,1410.29105,58607.23645,Below_30,221471.3022,Yes,843.9218939,Yes,Female,By_16:00,0.43701018,0.24358823,6357,515.0396181,21.5860802,2276.784371,678.2952126,20.89550297,22.69448431,7.643,60246.85075,Yes,15542.73692,5.433647116,124.6705134,87.95159911,470.0970168,60,Financial,11,443.5292003,,Car,Student_or_Unemployed,Yes,2,735.8383725
Whites,1,125.2042223,11700.85023,30-45,1793.523327,No,556.9975661,Yes,Female,By_16:00,0.140338308,0.834257537,8541,309.5271722,30.21571399,3422.677899,78.64200789,69.6961652,17.59338433,1.459,41046.1301,Yes,78603.05039,0.287854958,280.3623555,6.900101271,41.73474076,70,Social,7,290.7252856,1,Car,Services_or_Retail,Yes,1,500.7737513
Violets,5,261.0846333,31646.95512,45_and_up,7670.937738,Yes,538.1900187,Yes,Female,After_16:00,0.522780651,0.887578961,5684,324.07711,22.79970676,4284.556108,388.7648636,65.89417085,18.00214182,10.316,41775.25565,No,132234.1869,1.453253331,363.6401889,76.01785653,87.0282111,70,Social,10,236.4166812,1,Motorcycle_or_truck,Student_or_Unemployed,Yes,1,420.3132017
Whites,7,142.7174776,13882.18877,30-45,2320.714537,Yes,528.0009423,Yes,Male,After_16:00,0.720593658,0.231583419,5242,275.3129302,71.42631125,3468.738415,427.2318596,16.13662026,16.59255647,4.758,38533.58202,Yes,85153.80884,6.433169215,291.8112555,60.53746704,47.57249252,70,Social,8,306.3186967,1,Public_or_other,Industry_or_other,Yes,0,502.0763592
Browns,9,997.1461012,140390.3738,45_and_up,110820.1984,Yes,602.4737614,Yes,Male,After_16:00,0.205683372,0.934065321,4919,421.8400627,96.3580491,5067.445538,754.0498781,54.01311577,20.5387454,11.081,49234.28856,Maybe,178401.9426,6.029821984,422.3765412,14.5783945,332.3820337,100,Education,16,177.2311894,0,Foot_or_bicycle,Student_or_Unemployed,No,0,361.1601017
